# 由 tools/corpus/glossary_es.py 生成（Azure Translator F0）。词	[词性. ]译词	[词性. ]译词
㕮	v. masticar
笑猫头鹰	n. búhos risueños
笑疯	v. reír loco
笑疯了	v. reír histéricamente
笑盈盈	adj. sonriendo
笑眯眯	adj. sonriendo
笑着	v. sonreír
笑窝	n. riéndose a carcajadas
笑笑	v. sonreír
笑笑萌猫	n. xiaoxiao Gato Mono
笑纳	v. aceptar
笑纹	n. líneas de sonrisa
笑翠鸟	n. martín pescador risueño
笑翠鸟属	n. martín pescador risueño
笑而不答	phr. sonrió y no respondió
笑而不语	phr. sonrió sin decir nada
笑脸	n. cara sonriente
笑脸相迎	phr. caras sonrientes me reciben
笑话	n. qué broma
笑话我	v. reírse de mí
笑语	n. risas y charla
笑谈	n. una broma
笑貌	n. cara sonriente
笑起来	phr. se rió
笑醒	v. rier, despertar
笑隼	n. halcón risueño
笑面虎	n. tigre Sonriente
笑靥	n. una sonrisa
笑颜	n. cara sonriente
笑骂	v. burlarse
笑鴗	n. oropándola risueña
笑鸥	n. gaviota risueña
笑鸮	n. búho risueño
笔	n. pen
笔下	n. bajo el corral
笔伐	v. atacar por escrito
笔会	n. club de Pluma
笔体	n. estilo de escritura
笔债	n. deuda
笔划	n. strokes
笔力	n. resistencia del cepillo
笔势	n. movimiento del pincel
笔友	n. amigo por correspondencia
笔名	n. seudónimo
笔墨	n. pincel y tinta
笔头儿	n. la punta del pincel
笔套	n. funda para bolígrafos
笔尖	n. punta de bolígrafo
笔尾睡鼠亚科	n. subfamilia Dormicinae
笔帖	n. notas sobre el pincel
笔帖式	n. estilo Bitie
笔帽	n. cap
笔底下	n. bajo el corral
笔录	n. transcripción
笔形	n. forma de bolígrafo
笔意	n. la intención del pincel
笔战	n. una guerra de palabras
笔挺	adj. vertical
笔杆儿	n. mango de bolígrafo
笔杆子	n. eje del bolígrafo
笔架	n. portabolígrafos
笔架山	n. Montaña Brush Rack
笔架山庄	n. Brush Rack Villa
笔架林场	n. Granja Forestal de Bijia
笔法	n. técnicas de pincel
笔洗	n. arandela de cepillos
笔画	n. strokes
笔直	adj. heterosexual
笔端	n. la punta del bolígrafo
笔笔	n. cada nota
笔筒	n. portabolígrafos
笔算	n. calculando con un bolígrafo
笔管	n. tubo de bolígrafo
笔管胡同	n. Biguan Hutong
笔者	n. el autor
笔耕	v. escribir para vivir
笔芯	n. recambio de lápiz
笔触	n. pinceladas
笔记	n. nota
笔记本	n. cuaderno
笔记本电脑	n. portátiles
笔译	n. traducción
笔试	n. examen escrito
笔试算法题	n. preguntas de algoritmos escritos
笔试题	n. preguntas de examen escrito
笔误	n. error tipográfico
笔调	n. estilo de pincel
笔谈	n. charla escrita
笔迹	n. caligrafía
笔钱	n. pen money
笔锋	n. punta del pincel
笔顺	n. orden de los golpes
笕	n. una cesta
笕桥	n. Jianqiao
笙	n. sheng
笙歌	n. música y canción
笛	n. flauta
笛卡儿积	n. Descartes
笛卡尔	n. Descartes
笛子	n. flauta
笛膜	n. di Mu
笞	v. azotar
笠	n. ponte un sombrero
笠原	n. Kasahara
笠贝	n. libei
笤	n. cesta
笤帚	n. escoba
笤帚胡同	n. Callejón de las Escobas
笥	n. caja
符	n. talismán
符号	n. símbolos
符号分析	n. análisis de símbolos
符号常量	n. constante con signo
符号执行	n. ejecución de símbolos
符号文件	n. archivos de símbolos
符号的	adj. simbólico
符号编码	n. codificación de símbolos
符号表	n. tabla de símbolos
符号计算	n. cálculo simbólico
符号语言	n. lenguaje simbólico
符号逻辑	n. lógica simbólica
符号链接	n. enlaces de símbolos
符号间干扰	n. interferencia entre símbolos
符合	v. conformarse
符合条件	phr. cumplir los requisitos
符咒	n. talismanes e invocaciones
符家	n. La familia Fu
符家川镇	n. Pueblo de Fujiachuan
符山	n. Fushan
符廷贵	n. Fu Tinggui
符拉	n. Fula
符文	n. runas
符曾	n. Fu Zeng
符江	n. Fujiang
符禺山	n. Montaña Fuyu
符馨尹	n. Fu Xinyin
符验	n. el talismán fue verificado
笨	adj. estúpido
笨伯	n. tío tonto
笨啊	int. qué tontería
笨嘴拙舌	adj. lengua torpe
笨头笨脑	adj. torpe
笨手笨脚	adj. torpe
笨拙	adj. incómodo
笨月饼	n. pasteles de luna tontos
笨死	adj. muerte estúpida
笨死了	adj. estúpido
笨活儿	n. trabajo tonto
笨的	adj. estúpido
笨笨	adj. tonto
笨笨猪	n. cerdo tonto
笨蛋	n. idiota
笨重	adj. pesado
笪	n. maldita sea
笪重光	n. Honra la gloria
笫	n. mat
第	No
第一	num. primera
第一个	num. primera
第一个月	phr. el primer mes
第一中学	n. Escuela Secundaria nº 1
第一书记	n. primer Secretario
第一产业	n. industria primaria
第一人	n. la primera persona
第一人称	n. primera persona
第一付款责任	n. primero, obligaciones de pago
第一代	n. primera generación
第一代计算机	n. ordenadores de primera generación
第一代语言	n. lenguas de primera generación
第一件	phr. primera
第一件事	phr. lo primero
第一任	n. la primera
第一份	n. la primera copia
第一位	n. primer puesto
第一农场	n. Primera granja
第一医院	n. Primer Hospital
第一印象	n. primera impresión
第一卷	n. volumen Uno
第一反应	n. primera reacción
第一句	n. la primera frase
第一句话	phr. la primera frase
第一台	phr. la primera
第一名	n. primer puesto
第一周	n. semana uno
第一回	n. la primera vez
第一国际	n. Primer Internacional
第一圈	n. primera vuelta
第一场	phr. la primera ronda
第一场雪	n. la primera nevada
第一天	n. día Uno
第一夫人	n. primera Dama
第一套	phr. el primer set
第一季	n. primera temporada
第一审	n. primera instancia
第一审程序	n. procedimiento de primera instancia
第一家	n. la primera empresa
第一小颚	n. primera mandíbula
第一层	n. el primer nivel
第一届	n. la primera sesión
第一年	n. el primer año
第一座	n. la primera
第一张	phr. la primera foto
第一性	n. primaria
第一感觉	n. primera impresión
第一手	adj. de primera mano
第一批	n. el primer lote
第一把手	n. el líder principal
第一排	n. primera fila
第一支	phr. la primera
第一时间	n. en el primer momento
第一春	n. primera primavera
第一是	phr. primera
第一期	n. episodio Uno
第一本	n. el primer libro
第一条	n. artículo 1
第一极体	n. primer electrodo
第一桥	n. el primer puente
第一次	n. la primera vez
第一次启动	n. el primer lanzamiento
第一款	n. el primer modelo
第一步	n. paso uno
第一汽车集团公司	n. Primer Grupo Automovilístico
第一法律门户	n. el primer portal legal
第一波	n. la primera oleada
第一流	adj. de primera categoría
第一版	n. primera edición
第一牧场	n. Primer rancho
第一百	num. una centésima parte
第一监狱	n. primera prisión
第一眼	n. a primera vista
第一种	n. el primer tipo
第一站	n. primera parada
第一章	n. Capítulo Uno
第一篇	n. primera parte
第一级	n. nivel uno
第一线	n. la línea del frente
第一组	n. grupo Uno
第一艘	phr. la primera
第一节	n. sección Uno
第一范式	n. primer paradigma
第一触角	n. la primera antena
第一财经	n. Yicai
第一财经日报	n. Yicai Daily
第一轮	n. primera ronda
第一遍	phr. la primera vez
第一部	n. primera parte
第一部分	n. primera parte
第一间	phr. la primera habitación
第一阶段	n. fase Uno
第一集	n. episodio 1
第一页	n. página uno
第一项	n. el primer punto
第一顺序继承人	n. primer heredero
第一颗	phr. la primera
第一食品	n. Primero, la comida
第一首	phr. la primera canción
第七	num. séptima
第七个	num. el séptimo
第七代	n. séptima generación
第七医院	n. El Séptimo Hospital
第七十	num. setenta puesto
第七名	n. séptimo puesto
第七大道	n. La Séptima Avenida
第七季	n. temporada 7
第七届	phr. la séptima sesión
第七张	phr. la séptima foto
第七批	n. la séptima tanda
第七次	n. la séptima vez
第七集	n. episodio 7
第三	num. tercero
第三世界	n. Tercer Mundo
第三个	phr. tercero
第三中学	n. Escuela Secundaria Nº 3
第三产业	n. industria terciaria
第三人称	n. tercera persona
第三代	n. tercera generación
第三代计算机	n. ordenadores de tercera generación
第三代语言	n. lengua de tercera generación
第三位	n. tercero
第三加油站	n. La tercera gasolinera
第三医院	n. El Tercer Hospital
第三十	num. trigésima
第三十七	num. treinta y siete
第三十三	num. trigésima tres
第三十九	num. trigésimo noveno
第三十二	num. treinta y segundos
第三十五	num. treinta y cinco
第三十八	num. treinta y ocho
第三十六	num. treinta y seis
第三十四	num. trigésimo cuarto
第三名	n. tercer puesto
第三周	n. semana tres
第三场	n. la tercera ronda
第三大	adj. tercer curso principal
第三天	n. día tres
第三季	n. temporada 3
第三届	phr. la tercera sesión
第三师	n. Tercera División
第三年	n. el tercer año
第三度	n. la tercera vez
第三张	phr. la tercera foto
第三批	phr. el tercer lote
第三方	n. terceros
第三方分享	n. compartición por terceros
第三方包	n. paquetes de terceros
第三方字体	n. fuentes de terceros
第三方工具	n. herramientas de terceros
第三方平台	n. plataformas de terceros
第三方库	n. bibliotecas de terceros
第三方应用	n. aplicaciones de terceros
第三方接口	n. interfaces de terceros
第三方控件	n. controles de terceros
第三方插件	n. plugins de terceros
第三方支付	n. pago a terceros
第三方服务	n. servicios de terceros
第三方框架	n. marco de terceros
第三方模块	n. módulos de terceros
第三方类	n. clase de terceros
第三方资源	n. recursos de terceros
第三方集成	n. integración de terceros
第三期	n. fase Tres
第三村	n. tercer pueblo
第三条	phr. artículo 3
第三梯队	n. tercer nivel
第三次	phr. la tercera vez
第三波	n. la tercera oleada
第三百	num. trescentésimas
第三监狱	n. Tercera prisión
第三磨牙	n. el tercer molar
第三种	n. el tercer tipo
第三章	n. capítulo Tres
第三章习题	n. Capítulo 3: Ejercicios
第三级	n. nivel Tres
第三者	n. un tercero
第三脑室	n. tercer ventrículo
第三节	n. sección 3
第三轮	n. tercera ronda
第三部	n. tercera parte
第三阶段	n. fase tres
第三集	n. episodio 3
第三首	phr. la tercera canción
第九	num. noveno
第九十	num. noventa
第九名	n. noveno puesto
第九届	n. novena edición
第九集	n. episodio 9
第二	num. segundo
第二个	phr. segundo
第二产业	n. industria secundaria
第二人民医院	n. Segundo Hospital Popular
第二人称	n. segunda persona
第二代	n. segunda generación
第二代计算机	n. ordenadores de segunda generación
第二代语言	n. lenguas de segunda generación
第二任	n. el segundo
第二位	n. segundo puesto
第二信使	n. el segundo mensajero
第二信号系统	n. segundo sistema de señalización
第二公墓	n. Segundo cementerio
第二农场	n. Segunda granja
第二医院	n. Segundo hospital
第二十	num. vigésimo
第二十一	num. veintiuno
第二十七	num. veintisiete
第二十三	num. veintitrés
第二十九	num. vigésimo noveno
第二十二	num. veintidós
第二十五	num. veinticinco
第二十八	num. vigésimo octavo
第二十六	num. vigésimo sexta
第二十四	num. veinticuarta
第二十届	phr. La vigésima sesión
第二卷	n. volumen Dos
第二句	n. la segunda frase
第二名	n. segundo puesto
第二周	n. semana dos
第二回	n. capítulo Dos
第二场	n. la segunda ronda
第二大	adj. segundo gran
第二天	n. al día siguiente
第二套	n. el segundo set
第二季	n. segunda temporada
第二层	n. la segunda planta
第二届	phr. la segunda sesión
第二年	n. el segundo año
第二度	n. la segunda vez
第二张	phr. la segunda foto
第二张单	n. el segundo orden
第二张图	phr. segunda imagen
第二性征	n. segundas características sexuales
第二批	n. el segundo lote
第二排	n. segunda fila
第二支	phr. el segundo
第二春	n. la segunda primavera
第二期	n. número Dos
第二条	n. artículo 2
第二桥	n. Segundo puente
第二梯队	n. segunda categoría
第二次	num. la segunda vez
第二次答辩	n. segunda defensa
第二段	n. párrafo dos
第二毛纺厂	n. Segundo molino de lana
第二波	n. la segunda oleada
第二炮兵	n. Segunda artillería
第二版	n. segunda edición
第二百	num. doscientos
第二种	n. el segundo tipo
第二章	n. capítulo Dos
第二级	n. nivel dos
第二职业	n. segunda profesión
第二肝门	n. segundo, la compuerta hepática
第二节	n. sección Dos
第二苗圃	n. el segundo vivero
第二范式	n. segundo paradigma
第二菜市场	n. segundo mercado
第二触角	n. la segunda antena
第二课堂	n. segunda aula
第二轮	phr. segunda ronda
第二遍	n. la segunda vez
第二部	n. parte Dos
第二部分	n. parte Dos
第二阶段	n. fase Dos
第二集	n. episodio 2
第二首	phr. el segundo poema
第五	num. quinta
第五个	num. quinta
第五代	n. quinta generación
第五代计算机	n. ordenadores de quinta generación
第五代语言	n. quinta generación de lenguas
第五位	n. quinto puesto
第五医院	n. Quinto Hospital
第五十	num. cincuenta
第五十七	num. cincuenta y siete
第五十三	num. cincuenta y tres
第五十九	num. quincuagésimo noveno
第五十二	num. cincuenta y dos
第五十五	num. cincuenta y cinco
第五十八	num. cincuenta y ocho
第五十四	num. quincuagésimo cuarto
第五名	n. quinto puesto
第五天	n. día cinco
第五季	n. temporada 5
第五届	n. la quinta sesión
第五张	phr. la quinta foto
第五批	phr. la quinta tanda
第五期	n. número 5
第五次	phr. quinta vez
第五章	n. capítulo Cinco
第五范式	n. quinto paradigma
第五集	n. episodio 5
第什营乡	n. Municipio de Di Shiying
第八	num. octavo
第八代	n. octava generación
第八十	num. octogésimo
第八名	n. octavo puesto
第八堡乡	n. Octavo municipio de Fort
第八届	phr. la 8ª sesión
第八批	n. la octava promoción
第八次	n. la octava vez
第八集	n. episodio 8
第六	num. sexta
第六个	num. el sexto
第六代	n. sexta generación
第六十	num. sexagésimo
第六十七	num. sesenta y siete
第六十五	num. sesenta y cinco
第六十六	num. sesenta y seis
第六十四	num. sesenta y cuatro
第六名	n. sexto puesto
第六天	n. día seis
第六季	n. temporada 6
第六届	n. la sexta sesión
第六张	phr. la sexta foto
第六感	n. sexto sentido
第六批	n. la sexta promoción
第六次	num. la sexta vez
第六集	n. episodio 6
第几	pron. ¿Cuál?
第几个	phr. número uno
第几次	phr. ¿Cuántas veces?
第几集	phr. ¿Qué episodio?
第十	num. décima
第十一	num. undécimo
第十一名	phr. undécimo puesto
第十一届	num. La undécima sesión
第十七	num. decimoséptimo
第十七届	n. La 17ª edición
第十三	num. decimotercer
第十三届	phr. La 13ª sesión
第十九	num. decimonoveno
第十九届	phr. La 19ª sesión
第十二	num. duodécimo
第十二届	phr. La duodécima sesión
第十五	num. decimoquinto
第十五届	n. La 15ª sesión
第十八	num. decimoctavo
第十八届	phr. La 18ª Sesión
第十六	num. decimosexto
第十六届	n. La 16ª sesión
第十名	n. décima posición
第十四	num. decimocuarto
第十四届	phr. La 14ª sesión
第十届	phr. la décima sesión
第十甫	n. El décimo Fu
第十集	n. episodio 10
第四	num. cuarta
第四个	num. el cuarto
第四中学	n. Escuela Secundaria Nº 4
第四人民医院	n. El Cuarto Hospital Popular
第四代	n. cuarta generación
第四代计算机	n. ordenadores de cuarta generación
第四代语言	n. cuarta generación de lenguas
第四位	n. cuarto puesto
第四制药厂	n. cuarta Fábrica Farmacéutica
第四十	num. cuarenta
第四十七	num. cuarenta y siete
第四十三	num. cuarenta y tres
第四十九	num. cuarenta y nueve
第四十二	num. cuarenta y dos
第四十五	num. cuarenta y cinco
第四十八	num. cuarenta y ocho
第四十六	num. cuarenta y seis
第四十四	num. cuarenta y cuatro
第四名	n. cuarto puesto
第四场	n. partido 4
第四大	adj. cuarta especialidad
第四天	n. día cuatro
第四季	n. temporada 4
第四届	phr. la cuarta sesión
第四张	phr. la cuarta foto
第四批	n. el cuarto lote
第四期	n. número 4
第四村	n. Cuarta aldea
第四次	num. la cuarta vez
第四次宪法修正案	n. la Cuarta Enmienda Constitucional
第四电器厂	n. cuarta Fábrica de Electrodomésticos
第四监狱	n. cuarta prisión
第四章	n. capítulo Cuatro
第四纪灭绝事件	n. Evento de extinción cuaternaria
第四缸	n. el cuarto tanque
第四脑室	n. cuarto ventrículo
第四节	phr. sección Cuatro
第四范式	n. el cuarto paradigma
第四轮	phr. cuarta ronda
第四部	n. Parte Cuatro
第四集	n. episodio 4
第戎	n. Dijong
第戎区	n. Distrito de Di Rong
第斯多惠	n. Es un gran favor
第比利斯	n. Tiflis
第聂	n. Dinie
第聂伯	n. Dniéper
笮	n. zuo
笮融	n. Zuo Rong
笯	n. cesta de bambú
笱	n. trampa
笳	n. el cuerno
笸	n. cesta
笸箩	n. cestas y cestas
笺	n. nota
笺注	n. anotación
笼	n. jaula
笼仔饭	n. arroz en cesta
笼养	v. levantar jaulas
笼包	n. cong Bao
笼头	n. bridle
笼子	n. jaula
笼子里	n. dentro de la jaula
笼新	v. enjaular nuevo
笼络	v. vencer
笼统	adj. general
笼罩	v. envolver
笼茶	n. té de cesta
笾	n. bandeja
筀	n. gui
筅	n. fen
筇	n. bastón
等	v. esperar
等一下	v. esperar un momento
等一会	v. esperar un momento
等一等	v. esperar un momento
等下	v. esperar
等下去	phr. ya verás
等不了	v. no puede esperar
等不到	v. no puede esperar a
等不及	v. no puede esperar
等不及了	phr. no puedo esperar
等个	v. esperar a un
等了	v. esperar
等了好久	phr. esperó mucho tiempo
等于	v. ser igual
等人	phr. y otros
等什么	phr. ¿A qué esperas?
等他	phr. espérale
等价	adj. equivalente
等价交换	n. intercambio equivalente
等价关系	n. relación de equivalencia
等价物	n. equivalente
等价类	n. clase de equivalencia
等价转换	n. conversión equivalente
等价运算	n. operaciones equivalentes
等价问题	n. cuestiones de equivalencia
等份	n. porciones iguales
等会	v. esperar un momento
等会儿	phr. espera un momento
等位基因	n. alelos
等你	phr. esperándote
等你了	v. esperar por ti
等你呢	phr. te estoy esperando
等你来	phr. esperándote
等候	v. esperar
等值	n. equivalente
等值连接	n. unión de equivalencia
等内容	phr. y otros contenidos relacionados
等几天	v. esperar unos días
等分	v. dividir por igual
等列层	n. isocapa
等到	v. esperar hasta
等到了	v. esperar hasta
等到你	phr. esperándote
等功	n. mérito equivalente
等功能	phr. y otras funciones
