# 由 glimmer-gloss-gen 生成（LLM），音标来自 ipa-dict。词	[词性. ]译词[|音标]	[词性. ]译词[|音标]
㕮	v. chew|tʃuː
风景路	n. Scenic Road|ˈsiːnɪk roʊd
风暴	n. storm|stɔːrm
风暴潮	n. storm surge|stɔːrm sɜːrdʒ
风暴眼	n. eye of storm|aɪ ʌv stɔːrm
风月	n. romance|ˈroʊmæns	n. scenery|ˈsiːnəri
风月无边	phr. boundless beauty|ˈbaʊndləs ˈbjuːti
风机厂	n. fan factory|fæn ˈfæktəri
风林茄子	n. wind-forest eggplant|waɪnd ˈfɔːrəst ˈeɡˌplænt
风格	n. style|staɪl
风档刮水器	n. windshield wiper|ˈwɪndˌʃiːld ˈwaɪpər
风气	n. atmosphere|ˈætməsˌfɪr	n. tendency|ˈtendənsi
风水	n. feng shui|feŋ ˈʃuːi
风池	n. wind pool|waɪnd puːl
风池穴	n. Fengchi acupoint
风沙	n. sandstorm|ˈsændˌstɔːrm
风油精	n. essential balm|eˈsenʃəl bɑːlm
风波	n. disturbance|dɪˈstɜːrbəns	n. storm|stɔːrm
风洞	n. wind tunnel|waɪnd ˈtʌnəl
风派	n. weathercock
风流	adj. romantic|roʊˈmæntɪk	adj. gallant|ˈɡælənt
风流人物	n. romantic figure|roʊˈmæntɪk ˈfɪɡjər
风流倜傥	phr. elegant and unrestrained|ˈeləɡənt ænd ˌənriːˈstreɪnd
风流才子	n. romantic scholar|roʊˈmæntɪk ˈskɑːlər
风流潇洒	phr. elegant and unrestrained|ˈeləɡənt ænd ˌənriːˈstreɪnd
风流澹作妆	phr. Elegant and light makeup|ˈeləɡənt ænd laɪt ˈmeɪˌkəp
风流韵事	phr. romantic affair|roʊˈmæntɪk əˈfer
风浪	n. storm|stɔːrm	n. waves|weɪvz
风浪与云平	phr. waves level with clouds|weɪvz ˈlevəl wɪð klaʊdz
风涛	n. wind and waves|waɪnd ænd weɪvz
风清扬	n. Feng Qingyang
风清月朗	adj. clear and bright|klɪr ænd braɪt
风清气爽	phr. fresh and clear|freʃ ænd klɪr
风温肺热病	n. wind-warm lung heat disease|waɪnd wɔːrm lʌŋ hiːt dɪˈziːz
风湿	n. rheumatism|ˈruːməˌtɪzəm
风湿关节炎丸	n. rheumatic arthritis pill|ruːˈmætɪk ɑːrˈθraɪtəs pɪl
风湿关节炎片	n. rheumatic arthritis tablet|ruːˈmætɪk ɑːrˈθraɪtəs ˈtæblət
风湿安泰片	n. Fengshi Antai tablet
风湿定胶囊	n. rheumatism capsules|ˈruːməˌtɪzəm ˈkæpsəlz
风湿寒痛片	n. Rheumatism cold pain tablets|ˈruːməˌtɪzəm koʊld peɪn ˈtæbləts
风湿性关节炎	n. rheumatoid arthritis|ˈruːməˌtɔɪd ɑːrˈθraɪtəs
风湿性多肌痛	n. polymyalgia rheumatica
风湿性心脏病	n. rheumatic heart disease|ruːˈmætɪk hɑːrt dɪˈziːz
风湿热	n. rheumatic fever|ruːˈmætɪk ˈfiːvər
风湿病	n. rheumatism|ˈruːməˌtɪzəm
风湿症	n. rheumatism|ˈruːməˌtɪzəm
风湿痛药酒	n. Rheumatic pain medicinal wine|ruːˈmætɪk peɪn məˈdɪsənəl waɪn
风湿贴	n. rheumatism patch|ˈruːməˌtɪzəm pætʃ
风湿马钱片	n. Rheumatism nux vomica tablets
风湿骨痛	n. rheumatic bone pain|ruːˈmætɪk boʊn peɪn
风湿骨痛胶囊	n. rheumatic bone pain capsules|ruːˈmætɪk boʊn peɪn ˈkæpsəlz
风源	n. wind source|waɪnd sɔːrs
风潮	n. trend|trend	n. wave|weɪv
风火墙	n. fire wall|ˈfaɪər wɔːl
风灯	n. storm lantern|stɔːrm ˈlæntərn
风灾	n. windstorm|ˈwɪndˌstɔːrm
风烛残年	phr. at death's door|æt deθs dɔːr
风烟	n. wind and smoke|waɪnd ænd smoʊk
风烟望五津	phr. gazing at five fords|ˈɡeɪzɪŋ æt faɪv fɔːrdz
风热咳嗽	n. wind-heat cough|waɪnd hiːt kɑːf
风热感冒	n. wind-heat cold|waɪnd hiːt koʊld
风热感冒颗粒	n. wind-heat cold granules|waɪnd hiːt koʊld ˈɡrænjəlz
风焊	n. gas welding|ɡæs ˈweldɪŋ
风牛马不相及	phr. totally unrelated|ˈtoʊtəli ˌənriːˈleɪtɪd
风物	n. scenery|ˈsiːnəri	n. local products|ˈloʊkəl ˈprɑːdəks
风猪	n. wind-dried pork|waɪnd draɪd pɔːrk
风球	n. typhoon signal|ˌtaɪˈfuːn ˈsɪɡnəl
风琴	n. organ|ˈɔːrɡən
风生水起	phr. flourishing|ˈflɜːrɪʃɪŋ
风疹	n. rubella|ruːˈbelə
风疹减毒活疫苗	n. rubella attenuated live vaccine|ruːˈbelə əˈtenjuːˌeɪtɪd laɪv ˌvækˈsiːn
风疹疫苗	n. rubella vaccine|ruːˈbelə ˌvækˈsiːn
风疹病毒	n. rubella virus|ruːˈbelə ˈvaɪrəs
风痛宁片	n. Fengtongning tablets
风痱	n. wind-induced paralysis|waɪnd ˌɪnˈduːst pərˈæləsəs
风痹	n. wind arthralgia
风瘫	n. paralysis|pərˈæləsəs
风盛	adj. windy|ˈwaɪndi
风眩	n. vertigo|ˈvɜːrtɪˌɡoʊ
风眼	n. eye of storm|aɪ ʌv stɔːrm
风磨	n. windmill|ˈwɪndˌmɪl
风穴路街道	n. Fengxue Road Street
风笛	n. bagpipe|ˈbæɡˌpaɪp
风筝	n. kite|kaɪt
风箱	n. bellows|ˈbeloʊz
风纪	n. discipline|ˈdɪsəplən
风纪扣	n. hook-and-eye|hʊk ænd aɪ
风美	adj. graceful|ˈɡreɪsfəl
风能	n. wind energy|waɪnd ˈenərdʒi
风能胜湿	phr. wind can overcome dampness|waɪnd kæn ˈoʊvərˌkəm ˈdæmpnɪs
风致	n. charm|tʃɑːrm	n. grace|ɡreɪs
风色	n. wind color|waɪnd ˈkʌlər
风花雪月	n. romantic themes|roʊˈmæntɪk θiːmz
风花飞有态	phr. flower petals fly gracefully|ˈflaʊər ˈpetəlz flaɪ ˈɡreɪsfəli
风芳园	n. Fengfang Garden
风范	n. demeanor|dɪˈmiːnər
风蚀	n. wind erosion|waɪnd ɪˈroʊʒən
风行	v. prevail|priːˈveɪl
风行一时	phr. be all the rage|biː ɔːl ðʌ reɪdʒ
风行水上	phr. wind over water|waɪnd ˈoʊvər ˈwɔːtər
风行草偃	phr. grass bends with wind|ɡræs bendz wɪð waɪnd
风衣	n. trench coat|trentʃ koʊt
风言风语	phr. gossip|ˈɡɑːsəp
风调雨顺	phr. favorable weather|ˈfeɪvərəbəl ˈweðər
风貌	n. style|staɪl	n. features|ˈfiːtʃərz
风起云涌	phr. surging|ˈsɜːrdʒɪŋ
风趣	adj. witty|ˈwɪti
风车	n. windmill|ˈwɪndˌmɪl
风车苹果派	n. windmill apple pie|ˈwɪndˌmɪl ˈæpəl paɪ
风车酥	n. pinwheel pastry
风速	n. wind speed|waɪnd spiːd
风道	n. air duct|er dʌkt
风采	n. elegance|ˈeləɡəns	n. grace|ɡreɪs
风采广场	n. Fengcai Plaza
风采楼	n. Fengcai Tower
风钻	n. pneumatic drill|nuːˈmætɪk drɪl
风铃	n. wind chime|waɪnd tʃaɪm
风镐	n. pneumatic pick|nuːˈmætɪk pɪk
风镜	n. goggles|ˈɡɑːɡəlz
风门	n. air door|er dɔːr	n. damper|ˈdæmpər
风门坳	n. Fengmen'ao
风门穴	n. Fengmen acupoint
风间	n. Kazama
风间杜夫	n. Morio Kazama
风闻	v. hear of|hiːr ʌv
风阀	n. air valve|er vælv
风险	n. risk|rɪsk
风险代理律师	n. contingency lawyer|kənˈtɪndʒənsi ˈlɔɪər
风险价值法	n. Value at Risk|ˈvæljuː æt rɪsk
风险保证金	n. risk deposit|rɪsk dəˈpɑːzɪt
风险分析	n. risk analysis|rɪsk əˈnæləsəs
风险可保性	n. insurability of risk
风险导向型审计	n. risk-oriented audit|rɪsk ˈɔːriːˌentəd ˈɔːdɪt
风险承担	n. risk taking|rɪsk ˈteɪkɪŋ
风险投资	n. venture capital|ˈventʃər ˈkæpətəl
风险投资商	n. venture capitalist|ˈventʃər ˈkæpətəlɪst
风险抵押金	n. risk deposit|rɪsk dəˈpɑːzɪt
风险指数	n. risk index|rɪsk ˈɪndeks
风险提示	n. risk warning|rɪsk ˈwɔːrnɪŋ
风险提示函	n. risk warning letter|rɪsk ˈwɔːrnɪŋ ˈletər
风险揭示声明书	n. risk disclosure statement|rɪsk dɪˈskloʊʒər ˈsteɪtmənt
风险敞口	n. risk exposure|rɪsk ɪkˈspoʊʒər
风险暴露	n. risk exposure|rɪsk ɪkˈspoʊʒər
风险管理	n. risk management|rɪsk ˈmænədʒmənt
风险系数	n. risk factor|rɪsk ˈfæktər
风险责任负担	n. risk liability|rɪsk ˌlaɪəˈbɪlɪti
风雅	adj. elegant|ˈeləɡənt
风雅园一区	n. Fengya Garden District 1
风雨	n. wind and rain|waɪnd ænd reɪn
风雨不改	phr. unchanged despite storms|ənˈtʃeɪndʒd dɪˈspaɪt stɔːrmz
风雨交加	phr. stormy|ˈstɔːrmi
风雨同舟	phr. share weal and woe
风雨如晦	phr. dark and stormy|dɑːrk ænd ˈstɔːrmi
风雨如磐	phr. stormy and heavy|ˈstɔːrmi ænd ˈhevi
风雨无阻	phr. regardless of weather|rəˈɡɑːrdləs ʌv ˈweðər
风雨衣	n. raincoat|ˈreɪnˌkoʊt
风雨飘摇	phr. precarious|priːˈkeriːəs
风雪	n. wind and snow|waɪnd ænd snoʊ
风雪交加	phr. snowstorm|ˈsnoʊˌstɔːrm
风雪夜归人	phr. returning home in snow|riːˈtɜːrnɪŋ hoʊm ɪn snoʊ
风雷	n. wind and thunder|waɪnd ænd ˈθʌndər
风霜	n. hardship|ˈhɑːrdʃɪp
风霜雨雪	phr. hardships|ˈhɑːrdʃɪps
风靡	v. prevail|priːˈveɪl	v. be popular|biː ˈpɑːpjələr
风靡一时	adj. fashionable for a time|ˈfæʃənəbəl fɔːr eɪ taɪm
风音	n. wind sound|waɪnd saʊnd
风韵	n. charm|tʃɑːrm
风韵犹存	phr. still charming|stɪl ˈtʃɑːrmɪŋ
风风火火	adj. bustling|ˈbʌsəlɪŋ	adj. energetic|ˌenərˈdʒetɪk
风风雨雨	phr. trials and tribulations|ˈtraɪəlz ænd ˌtrɪbjəˈleɪʃənz
风飘飘而吹衣	phr. wind blows clothes|waɪnd bloʊz kloʊðz
风餐露宿	phr. endure hardships|enˈdjʊr ˈhɑːrdʃɪps
风马牛不相及	phr. irrelevant|ˌɪˈreləvənt
风驰电掣	phr. swift as wind|swɪft æz waɪnd
风骏	n. swift horse|swɪft hɔːrs
风骚	n. coquetry
风骨	n. strength of character|streŋkθ ʌv ˈkerɪktər
风骨自是倾城姝	phr. grace naturally topples cities|ɡreɪs ˈnætʃərəli ˈtɑːpəlz ˈsɪtiːz
风骨超常伦	phr. character surpasses ordinary|ˈkerɪktər sərˈpæsɪz ˈɔːrdəˌneri
风鸡斩肉	phr. wind-dried chicken chopped meat|waɪnd draɪd ˈtʃɪkən tʃɑːpt miːt
风鸭	n. air-dried duck|er draɪd dʌk
飏	v. fly|flaɪ
飐	v. flutter|ˈflʌtər
飑	n. squall|skwɔːl
飒	adj. cool|kuːl
飒太	n. Sota
飒如松起籁	phr. rustling like pines|ˈrʌslɪŋ laɪk paɪnz
飒尔凉风吹	phr. cool wind blows|kuːl waɪnd bloʊz
飒沓如流星	phr. swift as shooting star|swɪft æz ˈʃuːtɪŋ stɑːr
飒爽	adj. valiant|ˈvæljənt
飒爽英姿	phr. valiant and heroic bearing|ˈvæljənt ænd hɪˈroʊɪk ˈberɪŋ
飒飒	adv. rustling|ˈrʌslɪŋ
飓	n. hurricane|ˈhʌrəˌkeɪnz
飓风	n. hurricane|ˈhʌrəˌkeɪnz
飔	n. whirlwind|ˈhwɜːrlˌwɪnd
飕	v. whiz|hwɪz
飗	v. whirl|hwɜːrl
飘	v. float|floʊt	v. drift|drɪft
飘了	v. get carried away|ɡet ˈkæriːd əˈweɪ
飘仙一号	n. Piaoxian No.1
飘动	v. flutter|ˈflʌtər
飘带	n. ribbon|ˈrɪbən
飘带尾霸鹟	n. streamer-tailed tyrant|ˈstriːmər teɪld ˈtaɪrənt
飘忽	adj. fleeting|ˈfliːtɪŋ	adj. erratic|ɪˈrætɪk
飘忽不定	adj. erratic|ɪˈrætɪk	adj. unpredictable|ˌənprɪˈdɪktəbəl
飘悠	v. drift|drɪft
飘扬	v. flutter|ˈflʌtər	v. wave|weɪv
飘拂	v. flutter|ˈflʌtər
飘拂升天行	phr. floating up to heaven|ˈfloʊtɪŋ ʌp tuː ˈhevən
飘摇	v. drift|drɪft
飘散	v. drift|drɪft	v. disperse|dɪˈspɜːrs
飘曳	v. flutter|ˈflʌtər
飘来	v. drift over|drɪft ˈoʊvər
飘柔	n. Rejoice|rɪˈdʒɔɪs
飘洒	v. drift|drɪft
飘浮	v. float|floʊt	v. drift|drɪft
飘溢	v. overflow|ˈoʊvərˌfloʊ
飘然	adj. floating|ˈfloʊtɪŋ	adj. airy|ˈeri
飘然转旋回雪轻	phr. whirling lightly like snow|ˈhwɜːrlɪŋ ˈlaɪtli laɪk snoʊ
飘着	v. float|floʊt
飘移	v. drift|drɪft
飘窗	n. bay window|beɪ ˈwɪndoʊ
飘舞	v. flutter|ˈflʌtər
飘荡	v. drift|drɪft	v. flutter|ˈflʌtər
飘落	v. fall|fɑːl
飘过	v. drift by|drɪft baɪ
飘逝	v. drift away|drɪft əˈweɪ
飘逸	adj. elegant|ˈeləɡənt	adj. graceful|ˈɡreɪsfəl
飘逸的宇宙观	phr. ethereal worldview|ɪˈθɪriːəl ˈwɜːrldˌvjuː
飘雪	v. snow|snoʊ
飘零	v. drift|drɪft	v. fall|fɑːl
飘飘	v. float|floʊt
飘飘欲仙	phr. floating like an immortal|ˈfloʊtɪŋ laɪk æn ˌɪˈmɔːrtəl
飘飘然	adj. smug|smʌɡ
飘飘青琐郎	phr. floating young official|ˈfloʊtɪŋ jʌŋ əˈfɪʃəl
飘香	v. waft fragrance|wɑːft ˈfreɪɡrəns
飘香猪脆骨	n. fragrant crispy pork cartilage|ˈfreɪɡrənt ˈkrɪspi pɔːrk ˈkɑːrtələdʒ
飘香路	n. fragrant road|ˈfreɪɡrənt roʊd
飙	v. surge|sɜːrdʒ	v. speed|spiːd
飙升	v. soar|sɔːr
飙车	v. drag race|dræɡ reɪs
飚升	v. soar|sɔːr
飞	v. fly|flaɪ
飞不起来	phr. cannot fly|ˈkænɑːt flaɪ
飞临	v. fly to|flaɪ tuː
飞了	v. flew|fluː
飞云	n. flying cloud|ˈflaɪɪŋ klaʊd
飞云村	n. Feiyun Village
飞云江农场	n. Feiyunjiang Farm
飞云江路口	n. Feiyunjiang Road intersection
飞亚	n. Feiya
飞亚村	n. Feiya Village
飞人	n. flyer|ˈflaɪər	n. runner|ˈrʌnər
飞侠	n. flying hero|ˈflaɪɪŋ ˈhiːroʊ
飞入寻常百姓家	phr. fly into ordinary homes|flaɪ ˈɪntuː ˈɔːrdəˌneri hoʊmz
飞凤镇	n. Feifeng Town
飞刀	n. throwing knife|ˈθroʊɪŋ naɪf
飞刀鱼	n. feidao fish
飞利浦	n. Philips|ˈfɪləps
飞到	v. fly to|flaɪ tuː
飞力达	n. Feilida
飞动摧霹雳	phr. flying movement breaks thunderbolts
飞升	v. ascend to heaven|əˈsend tuː ˈhevən
飞去	v. fly to|flaɪ tuː
飞向	v. fly to|flaɪ tuː
飞吧	v. fly|flaɪ
飞吻	n. blow a kiss|bloʊ eɪ kɪs
飞回	v. fly back|flaɪ bæk
飞回来	v. fly back|flaɪ bæk
飞地	n. enclave|ˈɑːnˌkleɪv
飞天	v. fly to the sky|flaɪ tuː ðʌ skaɪ
飞天奖	n. Flying Apsaras Award
飞天马	n. flying horse|ˈflaɪɪŋ hɔːrs
飞奔	v. dash|dæʃ	v. sprint|sprɪnt
飞山街	n. Feishan Street
飞弹	n. missile|ˈmɪsəl
飞往	v. fly to|flaɪ tuː
飞快	adj. very fast|ˈveri fæst
飞悦经典	n. Feiyue Classic
飞扬	v. fly|flaɪ	v. flutter|ˈflʌtər
飞扬跋扈	phr. arrogant and domineering|ˈerəɡənt ænd ˌdɑːməˈnɪrɪŋ
飞报	v. report quickly|riːˈpɔːrt ˈkwɪkli
飞抵	v. arrive by air|ərˈaɪv baɪ er
飞掠	v. sweep past|swiːp pæst	v. fly over|flaɪ ˈoʊvər
飞播	v. aerial seeding|ˈeriːəl ˈsiːdɪŋ
飞散	v. scatter|ˈskætər
飞新	n. Feixin
飞新村	n. Feixin Village
飞旋	v. whirl|hwɜːrl
飞机	n. airplane|ˈerˌpleɪn
飞机上	n. on plane|ɑːn pleɪn
飞机场	n. airport|ˈerˌpɔːrt
飞机坝	n. aircraft dam|ˈerˌkræft dæm
飞机大战	n. airplane battle|ˈerˌpleɪn ˈbætəl
飞机晚点	phr. flight delay|flaɪt dɪˈleɪ
飞机票	n. plane ticket|pleɪn ˈtɪkət
飞来	v. fly over|flaɪ ˈoʊvər
飞来山上千寻塔	phr. tower on flying mountain|ˈtaʊər ɑːn ˈflaɪɪŋ ˈmaʊntən
飞来横祸	phr. unexpected disaster|ˌənɪkˈspektɪd dɪˈzæstər
飞来飞去	phr. fly around|flaɪ ərˈaʊn
飞檐	n. eaves|iːvz
飞毛腿	n. scud|skʌd
飞沙村	n. Feisha Village
飞沙滩	n. Feisha Beach
飞沙走石	phr. flying sand and stones|ˈflaɪɪŋ sænd ænd stoʊnz
飞沫	n. droplet|ˈdrɑːplət
飞沫传播	n. droplet transmission|ˈdrɑːplət trænsˈmɪʃən
飞沫传染	n. droplet infection|ˈdrɑːplət ˌɪnˈfekʃən
飞泉	n. flying spring|ˈflaɪɪŋ sprɪŋ
飞泻	v. rush down|rʌʃ daʊn
飞洒	v. spray|spreɪ	v. sprinkle|ˈsprɪŋkəl
飞涨	v. soar|sɔːr
飞渡	v. fly across|flaɪ əˈkrɔːs
飞溅	v. splash|splæʃ
飞瀑	n. waterfall|ˈwɔːtərˌfɔːl
飞燕	n. swallow|ˈswɑːloʊ
飞珠溅玉	phr. sparkling drops|ˈspɑːrkəlɪŋ drɑːps
飞的	adj. flying|ˈflaɪɪŋ
飞盘	n. Frisbee|ˈfrɪsbi
飞眼	v. wink|wɪŋk
飞短流长	phr. spread rumors|spred ˈruːmərz
飞碟	n. UFO|ˌjuːˌeˈfoʊ	n. flying saucer|ˈflaɪɪŋ ˈsɔːsər
飞碟汽车	n. UFO car|ˌjuːˌeˈfoʊ kɑːr
飞禽	n. bird|bɜːrd
飞禽走兽	phr. birds and beasts|bɜːrdz ænd biːsts
飞絮	n. willow catkins|ˈwɪˌloʊ ˈkætkənz
飞红	v. blush|blʌʃ
飞羽	n. flight feather|flaɪt ˈfeðər
飞翔	v. fly|flaɪ
飞翮	n. flying feather|ˈflaɪɪŋ ˈfeðər
飞腾	v. soar|sɔːr
飞腾暮景斜	phr. soaring evening scene slanting|ˈsɔːrɪŋ ˈiːvnɪŋ siːn ˈslæntɪŋ
飞舞	v. flutter|ˈflʌtər
飞舟	n. flying boat|ˈflaɪɪŋ boʊt
飞航	v. fly|flaɪ
飞船	n. spaceship|ˈspeɪsˌʃɪp
飞艇	n. airship|ˈerˌʃɪp
飞花	n. flying flowers|ˈflaɪɪŋ ˈflaʊərz
飞落	v. fall|fɑːl	v. drop|drɑːp
飞蓬各自远	phr. flying dandelions each far|ˈflaɪɪŋ ˈdændəˌlaɪənz iːtʃ fɑːr
飞虎	n. Flying Tigers|ˈflaɪɪŋ ˈtaɪɡərz
飞虫	n. flying insect|ˈflaɪɪŋ ˈɪnˌsekt
飞虹新村	n. Feihong New Village
飞虹路	n. Feihong Road
飞蛾	n. moth|mɔːθ
飞蛾扑火	phr. seek destruction|siːk dɪˈstrʌkʃən
飞蝇蟹守螺	n. fly cerith
飞蝗	n. migratory locust|ˈmaɪɡrəˌtɔːri ˈloʊkəst
飞行	v. fly|flaɪ
飞行吉普	n. flying jeep|ˈflaɪɪŋ dʒiːp
飞行员	n. pilot|ˈpaɪlət
飞行器	n. aircraft|ˈerˌkræft
飞行基本规则	n. basic flight rules|ˈbeɪsɪk flaɪt ruːlz
飞行家	n. aviator|ˈeɪviːˌeɪtər
飞行狐猴	n. flying lemur|ˈflaɪɪŋ ˈliːmər
飞行者	n. flyer|ˈflaɪər
飞行错觉	n. flight illusion|flaɪt ˌɪˈluːʒən
飞行间隔规定	n. flight separation regulations|flaɪt ˌsepərˈeɪʃən ˌreɡjəˈleɪʃənz
飞行队	n. flight team|flaɪt tiːm
飞行鼻行兽	n. flying snout|ˈflaɪɪŋ snaʊt
飞贼	n. burglar|ˈbɜːrɡlər
飞走	v. fly away|flaɪ əˈweɪ
飞走了	v. flew away|fluː əˈweɪ
飞赴	v. fly to|flaɪ tuː
飞起	v. fly up|flaɪ ʌp
飞起来	v. fly up|flaɪ ʌp
飞起来了	phr. flew up|fluː ʌp
飞起玉龙三百万	phr. three million jade dragons|θriː ˈmɪljən dʒeɪd ˈdræɡənz
飞越	v. fly over|flaɪ ˈoʊvər
飞越权	n. overflight right|ˈoʊvərˌflaɪt raɪt
飞跃	v. leap|liːp	v. soar|sɔːr
飞跑	v. run fast|rʌn fæst
飞跨	v. span|spæn
飞身	v. leap|liːp
飞车	n. speeding car|ˈspiːdɪŋ kɑːr
飞转	v. spin rapidly|spɪn ˈræpədli
飞轮	n. flywheel|ˈflaɪˌwiːl
飞轮壳	n. flywheel housing|ˈflaɪˌwiːl ˈhaʊzɪŋ
飞轮齿圈	n. flywheel ring gear|ˈflaɪˌwiːl rɪŋ ɡɪr
飞达社区	n. Feida community
飞过	v. fly over|flaɪ ˈoʊvər
飞过去	v. fly over|flaɪ ˈoʊvər
飞过来	v. fly over|flaɪ ˈoʊvər
飞递	v. send quickly|send ˈkwɪkli
飞逝	v. fly by|flaɪ baɪ	v. elapse|ɪlæps
飞速	adv. rapidly|ˈræpədli
飞针走线	phr. sew swiftly|soʊ ˈswɪftli
飞镖	n. dart|dɑːrt
飞镜又重磨	phr. flying mirror polished anew|ˈflaɪɪŋ ˈmɪrər ˈpɑːlɪʃt əˈnuː
飞雪	n. flying snow|ˈflaɪɪŋ snoʊ
飞雪迎春到	phr. flying snow welcomes spring|ˈflaɪɪŋ snoʊ ˈwelkəmz sprɪŋ
飞霞南路	n. Feixia South Road
飞霞桥	n. Feixia Bridge
飞飞	v. fly|flaɪ
飞马	n. Pegasus|ˈpeɡəsəs
飞马公司	n. Pegasus Company|ˈpeɡəsəs ˈkʌmpəˌni
飞马国际	n. Flying Horse International|ˈflaɪɪŋ hɔːrs ˌɪnərˈnæʃənəl
飞马座	n. Pegasus|ˈpeɡəsəs
飞马路口	n. Feima intersection
飞驰	v. speed|spiːd
飞驶	v. speed|spiːd
飞鱼	n. flying fish|ˈflaɪɪŋ fɪʃ
飞鸟	n. flying bird|ˈflaɪɪŋ bɜːrd
飞鸟没何处	phr. flying bird disappears where|ˈflaɪɪŋ bɜːrd ˌdɪsəˈpiːrz hwer
飞鸟相与还	phr. birds return together|bɜːrdz riːˈtɜːrn təˈɡeðər
飞鹤路	n. Feihe Road
飞黄腾达	phr. rise rapidly|raɪz ˈræpədli
飞龙	n. flying dragon|ˈflaɪɪŋ ˈdræɡən
飞龙兮翩翩	phr. flying dragon flutters|ˈflaɪɪŋ ˈdræɡən ˈflʌtərz
飞龙夺命丸	n. Flying Dragon Life-taking Pill|ˈflaɪɪŋ ˈdræɡən laɪf ˈteɪkɪŋ pɪl
飞龙庙	n. Feilong Temple
飞龙桥	n. Flying Dragon Bridge|ˈflaɪɪŋ ˈdræɡən brɪdʒ
飞龙桥胡同	n. Feilongqiao Hutong
飞龙汤	n. flying dragon soup|ˈflaɪɪŋ ˈdræɡən suːp
飞龙脯	n. dragon breast|ˈdræɡən brest
食	n. food|fuːd
食不下咽	phr. unable to swallow|əˈneɪbəl tuː ˈswɑːloʊ
食不甘味	phr. eat without taste|iːt wɪˈðaʊt teɪst
食不知味	phr. eat without taste|iːt wɪˈðaʊt teɪst
食全食美	phr. eat whole eat beautiful|iːt hoʊl iːt ˈbjuːtəfəl
食具	n. tableware|ˈteɪbəlˌwer
食分	n. magnitude|ˈmæɡnəˌtuːd
食古不化	phr. pedantic|pəˈdæntɪk
食品	n. food|fuːd
食品仓库	n. food warehouse|fuːd ˈwerˌhaʊs
食品公司	n. food company|fuːd ˈkʌmpəˌni
食品厂	n. food factory|fuːd ˈfæktəri
食品召回管理规定	n. food recall regulations|fuːd ˈriːˌkɔːl ˌreɡjəˈleɪʃənz
食品城	n. food city|fuːd ˈsɪti
食品城北门	n. Food City North Gate|fuːd ˈsɪti nɔːrθ ɡeɪt
食品大厦	n. food building|fuːd ˈbɪldɪŋ
食品安全	n. food safety|fuːd ˈseɪfti
食品安全标准	n. food safety standard|fuːd ˈseɪfti ˈstændərd
食品安全法	n. food safety law|fuːd ˈseɪfti lɑː
食品安全管理制度	n. food safety management system|fuːd ˈseɪfti ˈmænədʒmənt ˈsɪstəm
食品安全风险监测	n. food safety risk monitoring|fuːd ˈseɪfti rɪsk ˈmɑːnətərɪŋ
食品工业协会	n. food industry association|fuːd ˈɪndəstri əˌsoʊsiːˈeɪʃən
食品工业园	n. food industrial park|fuːd ˌɪnˈdʌstriːəl pɑːrk
食品市场	n. food market|fuːd ˈmɑːrkət
食品标识管理规定	n. food labeling regulations|fuːd ˈleɪbəlɪŋ ˌreɡjəˈleɪʃənz
食品牧场	n. food ranch|fuːd ræntʃ
食品理化检验	n. food physicochemical test
食品街	n. food street|fuːd striːt
食品饮料	n. food and beverage|fuːd ænd ˈbevərɪdʒ
食品香料	n. food flavor|fuːd ˈfleɪvər
食嘉益	n. Shijiayi
食团	n. bolus|ˈboʊləs
食堂	n. cafeteria|ˌkæfəˈtɪriːə	n. dining hall|ˈdaɪnɪŋ hɔːl
食实	v. eat solid|iːt ˈsɑːləd
食实封	n. food real fief|fuːd riːl fiːf
食客	n. diner|ˈdaɪnər
食宿	n. board and lodging|bɔːrd ænd ˈlɑːdʒɪŋ
食心虫白茧蜂	n. fruit borer braconid
食性	n. feeding habit|ˈfiːdɪŋ ˈhæbət
食指	n. index finger|ˈɪndeks ˈfɪŋɡər
食指伊神蝠	n. index finger god bat|ˈɪndeks ˈfɪŋɡər ɡɑːd bæt
食料	n. food|fuːd
食木甲鲶鱼	n. wood-eating catfish|wʊd ˈiːtɪŋ ˈkætˌfɪʃ
食材	n. ingredient|ˌɪnˈɡriːdiːənt
食根缘齿天牛	n. root-feeding longhorn beetle|ruːt ˈfiːdɪŋ ˈlɔːŋˌhɔːrn ˈbiːtəl
食植类昆虫	n. phytophagous insect
食欲	n. appetite|ˈæpəˌtaɪt
食欲不振	n. loss of appetite|lɔːs ʌv ˈæpəˌtaɪt
食欲亢进	n. hyperphagia
食母生	n. yeast|jiːst
食母生片	n. yeast tablet|jiːst ˈtæblət
食油	n. cooking oil|ˈkʊkɪŋ ɔɪl
食源性疾病	n. foodborne disease
食物	n. food|fuːd
食物中毒	n. food poisoning|fuːd ˈpɔɪzənɪŋ
食物嵌塞	n. food impaction
食物的	adj. food|fuːd
食物链	n. food chain|fuːd tʃeɪn
食猿鵰	n. Philippine eagle|ˈfɪləˌpiːn ˈiːɡəl
食甚	n. maximum eclipse|ˈmæksəməm əˈklɪps
食用	adj. edible|ˈedəbəl
食用菌	n. edible fungus|ˈedəbəl ˈfʌŋɡəs
食用贺姆鸽	n. Homer pigeon|ˈhoʊmər ˈpɪdʒən
食用鱼	n. food fish|fuːd fɪʃ
